3020,xvi5miqw,1
3019,xvi5miqw,1
3018,xvi5miqw,2
3017,xvi5miqw,1
3002,xvi5miqw,1
3001,xvi5miqw,1
3016,xvi5miqw,1
3000,xvi5miqw,1
3007,xvi5miqw,1
3004,xvi5miqw,1
3014,xvi5miqw,1
3011,xvi5miqw,1
3012,xvi5miqw,1
3003,xvi5miqw,1
3008,xvi5miqw,1
3005,xvi5miqw,1
3006,xvi5miqw,1
3009,xvi5miqw,1
3010,xvi5miqw,1
3013,xvi5miqw,1
3015,xvi5miqw,1
3042,1i36lsj2,1
3040,1i36lsj2,1
3039,1i36lsj2,1
3038,1i36lsj2,3
3037,1i36lsj2,2
3036,1i36lsj2,2
3034,1i36lsj2,3
3041,1i36lsj2,1
3033,1i36lsj2,2
3032,1i36lsj2,1
3031,1i36lsj2,1
3030,1i36lsj2,1
3025,1i36lsj2,1
3023,1i36lsj2,1
3035,1i36lsj2,2
3022,1i36lsj2,1
3024,1i36lsj2,1
3021,1i36lsj2,8
3026,1i36lsj2,1
3029,1i36lsj2,2
3027,1i36lsj2,1
3028,1i36lsj2,1
3043,1i36lsj2,1
3076,4k8f7ou1,1
3075,4k8f7ou1,1
3072,4k8f7ou1,1
3071,4k8f7ou1,1
3070,4k8f7ou1,1
3069,4k8f7ou1,1
3066,4k8f7ou1,1
3047,4k8f7ou1,3
3074,4k8f7ou1,1
3059,4k8f7ou1,2
3052,4k8f7ou1,1
3051,4k8f7ou1,1
3050,4k8f7ou1,1
3049,4k8f7ou1,1
3048,4k8f7ou1,1
3054,4k8f7ou1,1
3055,4k8f7ou1,2
3058,4k8f7ou1,1
3060,4k8f7ou1,1
3044,4k8f7ou1,1
3068,4k8f7ou1,1
3057,4k8f7ou1,1
3056,4k8f7ou1,1
3061,4k8f7ou1,1
3053,4k8f7ou1,1
3046,4k8f7ou1,2
3063,4k8f7ou1,1
3073,4k8f7ou1,1
3065,4k8f7ou1,1
3045,4k8f7ou1,1
3062,4k8f7ou1,1
3067,4k8f7ou1,1
3064,4k8f7ou1,1
3092,wnnsmx60,1
3091,wnnsmx60,1
3090,wnnsmx60,1
3078,wnnsmx60,1
3081,wnnsmx60,2
3088,wnnsmx60,1
3083,wnnsmx60,1
3079,wnnsmx60,1
3080,wnnsmx60,1
3087,wnnsmx60,1
3082,wnnsmx60,4
3086,wnnsmx60,1
3077,wnnsmx60,1
3089,wnnsmx60,1
3084,wnnsmx60,1
3085,wnnsmx60,1
3136,mtmgur1u,1
3134,mtmgur1u,1
3133,mtmgur1u,1
3130,mtmgur1u,1
3009,mtmgur1u,1
3129,mtmgur1u,1
3099,mtmgur1u,1
3135,mtmgur1u,1
3123,mtmgur1u,1
3112,mtmgur1u,4
3127,mtmgur1u,2
3132,mtmgur1u,1
3126,mtmgur1u,1
3119,mtmgur1u,1
3104,mtmgur1u,1
3131,mtmgur1u,1
3128,mtmgur1u,1
3125,mtmgur1u,1
3105,mtmgur1u,1
3096,mtmgur1u,1
3097,mtmgur1u,2
3122,mtmgur1u,1
3107,mtmgur1u,1
3094,mtmgur1u,3
3095,mtmgur1u,1
3100,mtmgur1u,4
3102,mtmgur1u,3
3113,mtmgur1u,1
3103,mtmgur1u,4
3093,mtmgur1u,2
3106,mtmgur1u,1
3108,mtmgur1u,1
3109,mtmgur1u,1
3110,mtmgur1u,1
3111,mtmgur1u,2
3117,mtmgur1u,2
3120,mtmgur1u,1
3114,mtmgur1u,2
3098,mtmgur1u,2
3101,mtmgur1u,3
3115,mtmgur1u,3
3116,mtmgur1u,3
3118,mtmgur1u,1
3121,mtmgur1u,1
3124,mtmgur1u,2
3166,gdsfkw1b,1
3164,gdsfkw1b,1
3160,gdsfkw1b,2
3158,gdsfkw1b,1
3156,gdsfkw1b,1
3161,gdsfkw1b,1
3163,gdsfkw1b,1
3155,gdsfkw1b,1
3154,gdsfkw1b,2
3165,gdsfkw1b,1
3153,gdsfkw1b,2
3159,gdsfkw1b,1
3152,gdsfkw1b,1
3151,gdsfkw1b,1
3150,gdsfkw1b,1
3140,gdsfkw1b,2
3157,gdsfkw1b,1
3139,gdsfkw1b,2
3138,gdsfkw1b,2
3143,gdsfkw1b,1
3142,gdsfkw1b,1
3162,gdsfkw1b,1
3008,gdsfkw1b,1
3141,gdsfkw1b,1
3149,gdsfkw1b,4
3137,gdsfkw1b,1
3146,gdsfkw1b,1
3147,gdsfkw1b,1
3144,gdsfkw1b,1
3145,gdsfkw1b,1
3148,gdsfkw1b,1
3183,0s6ort9f,1
3182,0s6ort9f,1
3178,0s6ort9f,4
3180,0s6ort9f,1
3181,0s6ort9f,1
3177,0s6ort9f,3
3176,0s6ort9f,2
3175,0s6ort9f,4
3167,0s6ort9f,1
3174,0s6ort9f,10
3171,0s6ort9f,1
3179,0s6ort9f,1
3168,0s6ort9f,3
3169,0s6ort9f,7
3170,0s6ort9f,4
3173,0s6ort9f,3
3172,0s6ort9f,3
3188,zl5lgcog,1
3187,zl5lgcog,1
3184,zl5lgcog,1
3057,zl5lgcog,1
3189,zl5lgcog,1
3185,zl5lgcog,1
3186,zl5lgcog,1
3206,2su7oqbz,1
3203,2su7oqbz,1
3205,2su7oqbz,1
3191,2su7oqbz,1
3190,2su7oqbz,1
3202,2su7oqbz,1
3199,2su7oqbz,1
3196,2su7oqbz,1
3192,2su7oqbz,1
3204,2su7oqbz,1
3193,2su7oqbz,1
3201,2su7oqbz,1
3194,2su7oqbz,1
3195,2su7oqbz,1
3197,2su7oqbz,1
3200,2su7oqbz,1
3198,2su7oqbz,1
3058,2su7oqbz,1
3235,yba7mdtb,1
3234,yba7mdtb,1
3233,yba7mdtb,1
3232,yba7mdtb,1
3209,yba7mdtb,1
3211,yba7mdtb,2
3207,yba7mdtb,1
3208,yba7mdtb,4
3231,yba7mdtb,1
3213,yba7mdtb,2
3210,yba7mdtb,1
3212,yba7mdtb,1
3229,yba7mdtb,1
3214,yba7mdtb,2
3148,yba7mdtb,1
3217,yba7mdtb,1
3030,yba7mdtb,1
3215,yba7mdtb,1
3216,yba7mdtb,1
3227,yba7mdtb,1
3218,yba7mdtb,1
3219,yba7mdtb,1
3220,yba7mdtb,3
3221,yba7mdtb,1
3223,yba7mdtb,1
3225,yba7mdtb,1
3224,yba7mdtb,1
3226,yba7mdtb,1
3228,yba7mdtb,1
3230,yba7mdtb,1
3222,yba7mdtb,1
3254,ic4d9dhk,1
3253,ic4d9dhk,1
3240,ic4d9dhk,1
3244,ic4d9dhk,1
3030,ic4d9dhk,1
3238,ic4d9dhk,1
3249,ic4d9dhk,1
3242,ic4d9dhk,3
3236,ic4d9dhk,1
3237,ic4d9dhk,2
3251,ic4d9dhk,1
3252,ic4d9dhk,1
3245,ic4d9dhk,1
3248,ic4d9dhk,1
3247,ic4d9dhk,1
3243,ic4d9dhk,1
3071,ic4d9dhk,1
3246,ic4d9dhk,1
3241,ic4d9dhk,1
3250,ic4d9dhk,1
3239,ic4d9dhk,1
3265,jh9e85c0,1
3263,jh9e85c0,1
3262,jh9e85c0,1
3261,jh9e85c0,1
3260,jh9e85c0,1
3264,jh9e85c0,1
3156,jh9e85c0,1
3256,jh9e85c0,1
3056,jh9e85c0,1
3255,jh9e85c0,1
3257,jh9e85c0,1
3258,jh9e85c0,1
3259,jh9e85c0,2
3300,7vi6skvh,1
3298,7vi6skvh,1
3296,7vi6skvh,1
3227,7vi6skvh,1
3295,7vi6skvh,1
3293,7vi6skvh,1
3292,7vi6skvh,1
3290,7vi6skvh,1
3289,7vi6skvh,1
3287,7vi6skvh,1
3286,7vi6skvh,1
3285,7vi6skvh,1
3291,7vi6skvh,1
3294,7vi6skvh,1
3282,7vi6skvh,1
3281,7vi6skvh,1
3280,7vi6skvh,1
3272,7vi6skvh,1
3271,7vi6skvh,1
3270,7vi6skvh,4
3283,7vi6skvh,1
3301,7vi6skvh,1
3269,7vi6skvh,1
3268,7vi6skvh,3
3266,7vi6skvh,1
3273,7vi6skvh,3
3267,7vi6skvh,2
3148,7vi6skvh,1
3275,7vi6skvh,1
3279,7vi6skvh,1
3288,7vi6skvh,1
3274,7vi6skvh,1
3299,7vi6skvh,1
3276,7vi6skvh,1
3297,7vi6skvh,1
3277,7vi6skvh,1
3278,7vi6skvh,1
3284,7vi6skvh,2
3164,efrv5nvf,1
3317,efrv5nvf,1
3314,efrv5nvf,1
3312,efrv5nvf,1
3311,efrv5nvf,1
3313,efrv5nvf,1
3310,efrv5nvf,1
3308,efrv5nvf,1
3304,efrv5nvf,2
3303,efrv5nvf,2
3305,efrv5nvf,1
3302,efrv5nvf,2
3241,efrv5nvf,1
3315,efrv5nvf,1
3316,efrv5nvf,1
3309,efrv5nvf,1
3306,efrv5nvf,1
3307,efrv5nvf,1
3324,xtg0e142,1
3321,xtg0e142,2
3320,xtg0e142,1
3236,xtg0e142,2
3318,xtg0e142,1
3322,xtg0e142,1
3319,xtg0e142,1
3104,xtg0e142,1
3099,xtg0e142,1
3323,xtg0e142,1
3351,bbvxu8op,1
3332,bbvxu8op,1
3326,bbvxu8op,2
3331,bbvxu8op,1
3325,bbvxu8op,2
3272,bbvxu8op,9
3340,bbvxu8op,1
3349,bbvxu8op,1
3327,bbvxu8op,2
3328,bbvxu8op,5
3131,bbvxu8op,1
3329,bbvxu8op,1
3352,bbvxu8op,1
3333,bbvxu8op,1
3334,bbvxu8op,1
3335,bbvxu8op,3
3336,bbvxu8op,1
3337,bbvxu8op,1
3338,bbvxu8op,1
3339,bbvxu8op,1
3341,bbvxu8op,1
3342,bbvxu8op,1
3343,bbvxu8op,1
3344,bbvxu8op,1
3345,bbvxu8op,1
3348,bbvxu8op,1
3346,bbvxu8op,1
3347,bbvxu8op,1
3350,bbvxu8op,1
3330,bbvxu8op,1
3372,e6e5nvn9,1
3371,e6e5nvn9,1
3263,e6e5nvn9,1
3357,e6e5nvn9,1
3356,e6e5nvn9,1
3370,e6e5nvn9,1
3363,e6e5nvn9,1
3354,e6e5nvn9,2
3358,e6e5nvn9,2
3353,e6e5nvn9,1
3355,e6e5nvn9,2
3359,e6e5nvn9,4
